label,content,content_de
fear,"So they went on, but the road led them out of the way; no house could be seen, it grew dark, and the children were afraid.","So gingen sie weiter, aber der Weg führte sie aus dem Weg; kein Haus war zu sehen, es wurde dunkel, und die Kinder hatten Angst."
sadness,"At last they both lost themselves in the thicket; Christina began to cry, and then Ib cried too; and, after weeping and lamenting for some time, they stretched themselves down on the dry leaves and fell asleep.","Schließlich verloren sie sich beide im Dickicht; Christina fing an zu weinen, und dann weinte auch Ib; und nachdem sie einige Zeit geweint und geklagt hatten, streckten sie sich auf den trockenen Blättern aus und schliefen ein."
surprise,"Great quantities of fish could be seen through the clear water, sparkling in the sun's rays; they were quite surprised when they came so suddenly upon such an unexpected sight.","Durch das klare Wasser, das in den Sonnenstrahlen glitzerte, waren große Mengen an Fischen zu sehen; Sie waren ziemlich überrascht, als sie so plötzlich auf einen so unerwarteten Anblick stießen."
joy,"He could not utter a word; he could only seize her hand and hold it fast in his own, but he felt too happy and glad to open his lips.","Er konnte kein Wort hervorbringen; er konnte nur ihre Hand ergreifen und festhalten, aber er fühlte sich zu glücklich und froh, um seine Lippen zu öffnen."
joy,"His eyes brightened, and the words he uttered came with hesitation from his lips, but from the deepest recesses of his heart: ""Christina, if you have not become too grand, and if you can be contented to live in my mother's house as my wife, we will be married some day.","Seine Augen leuchteten auf, und die Worte, die er aussprach, kamen mit Zögern von seinen Lippen, aber aus den tiefsten Winkeln seines Herzens: „Christina, wenn du nicht zu großartig geworden bist, und wenn du zufrieden sein kannst, im Haus meiner Mutter zu leben wie meins Frau, wir werden eines Tages heiraten."
joy,"I can trust you, for I believe that I do love you.","Ich kann dir vertrauen, denn ich glaube, dass ich dich liebe."
sadness,"At first Ib said not a word, but he became as white as the wall, and shook his head gently, and then he spoke,- ""Christina must not refuse this good fortune.""","Zuerst sagte Ib kein Wort, aber er wurde kreidebleich und schüttelte sanft den Kopf, und dann sprach er: „Christina darf dieses Glück nicht verweigern.“"
sadness,"Very little was said about the matter to Ib, and he did not refer to it; his mother, however, noticed that he had grown very silent and pensive.","Ib wurde sehr wenig über die Angelegenheit gesagt, und er erwähnte es nicht; seine Mutter bemerkte jedoch, dass er sehr still und nachdenklich geworden war."
sadness,"At last a very little girl came out of one of the wretched-looking houses, and Ib asked her to tell him the way to the street he wanted; she looked up timidly at him, and began to cry bitterly.","Endlich kam ein sehr kleines Mädchen aus einem der elend aussehenden Häuser, und Ib bat sie, ihm den Weg zu der Straße zu sagen, die er wollte; sie blickte schüchtern zu ihm auf und fing bitterlich an zu weinen."
sadness,"Her youngest child, looked for in the midst of prosperity, had sunk into the grave when only a few weeks old; and at last Christina herself became sick unto death, and lay, forsaken and dying, in a miserable room, amid poverty she might have borne in her younger days, but which was now more painful to her from the luxuries to which she had lately been accustomed.","Ihr jüngstes Kind, das inmitten des Wohlstands gesucht wurde, war mit nur wenigen Wochen ins Grab gesunken; und schließlich wurde Christina selbst zu Tode krank und lag verlassen und sterbend in einem elenden Zimmer, inmitten von Armut, die sie in ihren jüngeren Tagen hätte ertragen können, die ihr aber durch den Luxus, den sie in letzter Zeit hatte, jetzt noch schmerzlicher wurde gewohnt."
sadness,"It makes me unhappy to think that I shall die, and leave this poor child,"" sighed she.","Es macht mich unglücklich daran zu denken, dass ich sterben und dieses arme Kind zurücklassen werde“, seufzte sie."
sadness,"And then he sang his own melancholy song, and from that we have gathered this story, which they say is not true, though it's in print.","Und dann sang er sein eigenes melancholisches Lied, und daraus haben wir diese Geschichte gesammelt, von der sie sagen, dass sie nicht wahr ist, obwohl sie gedruckt ist."
joy,"""Everything around me is so wonderfully bright and warm, and beautiful, that it makes me joyous.""","""Alles um mich herum ist so wunderbar hell und warm und schön, dass es mich glücklich macht."""
joy,"You may have thousands of my days, but I have thousands of moments in which I can be merry and happy.","Du magst Tausende meiner Tage haben, aber ich habe Tausende von Momenten, in denen ich fröhlich und glücklich sein kann."
joy,"And the little creature danced and floated in the air, rejoicing in her delicate wings of gauze and velvet, rejoicing in the balmy breezes, laden with the fragrance of clover-fields and wild roses, elder-blossoms and honeysuckle, from the garden hedges, wild thyme, primroses, and mint, and the scent of all these was so strong that the perfume almost intoxicated the little fly.","Und das kleine Wesen tanzte und schwebte in der Luft, freute sich über seine zarten Flügel aus Gaze und Samt, freute sich über die lauen Brisen, beladen mit dem Duft von Kleefeldern und wilden Rosen, Holunderblüten und Geißblatt, von den Gartenhecken, wilder Thymian, Primeln und Minze, und der Duft von all dem war so stark, dass der Duft die kleine Fliege fast berauschte."
joy,"The long and beautiful day had been so full of joy and sweet delights, that when the sun sank low it felt tired of all its happiness and enjoyment.","Der lange und schöne Tag war so voller Freude und süßer Freuden gewesen, dass es, als die Sonne tief sank, all seiner Freude und Freude müde wurde."
joy,The same thing was continued through many generations of Ephemera; all of them felt equally merry and equally happy.,Dasselbe wurde durch viele Generationen von Ephemera fortgesetzt; alle fühlten sich gleich fröhlich und gleich glücklich.
joy,"Once, but long years had intervened since then, guitars and Eolian harps had been hung on his boughs by merry travellers; now they seemed to hang there again, and he could hear their marvellous tones.","Einst, aber seitdem waren lange Jahre vergangen, hatten fröhliche Reisende Gitarren und äolische Harfen an seine Äste gehängt; jetzt schienen sie wieder dort zu hängen, und er konnte ihre wunderbaren Töne hören."
joy,"Then it seemed as if new life was thrilling through every fibre of root and stem and leaf, rising even to the highest branches.","Dann schien es, als ob neues Leben durch jede Faser von Wurzel und Stamm und Blatt strömte und sogar bis in die höchsten Äste emporstieg."
joy,"As he grew higher and still higher, with increased strength, his topmost boughs became broader and fuller; and in proportion to his growth, so was his self-satisfaction increased, and with it arose a joyous longing to grow higher and higher, to reach even to the warm, bright sun itself.","Als er mit zunehmender Kraft höher und noch höher wuchs, wurden seine obersten Äste breiter und voller; und im Verhältnis zu seinem Wachstum wuchs auch seine Selbstzufriedenheit, und damit erhob sich eine freudige Sehnsucht, höher und höher zu wachsen, sogar bis zur warmen, hellen Sonne selbst zu reichen."
sadness,"The grand, majestic oak could not be quite happy in the midst of his enjoyment, while all the rest, both great and small, were not with him.","Die große, majestätische Eiche konnte inmitten seines Vergnügens nicht ganz glücklich sein, während alle anderen, groß und klein, nicht bei ihm waren."
joy,At length his longing was satisfied.,Endlich war seine Sehnsucht gestillt.
joy,"May beetles hummed, the bees murmured, the birds sang, each in his own way; the air was filled with the sounds of song and gladness.""","Maikäfer summten, Bienen murmelten, Vögel sangen, jeder auf seine Weise; die Luft war erfüllt von Gesang und Fröhlichkeit.“"
joy,"""Why this is beautiful, too beautiful to be believed,"" said the oak in a joyful tone.","„Warum das schön ist, zu schön, um es zu glauben“, sagte die Eiche in freudigem Ton."
joy,"Can such happiness be imagined?""","Kann man sich ein solches Glück vorstellen?"""
joy,"Thus sounded the old Christmas carol, and every one on board the ship felt his thoughts elevated, through the song and the prayer, even as the old tree had felt lifted up in its last, its beautiful dream on that Christmas morn.","So ertönte das alte Weihnachtslied, und jeder an Bord des Schiffes fühlte seine Gedanken erhoben durch das Lied und das Gebet, so wie sich der alte Baum in seinem letzten, seinem schönen Traum an jenem Weihnachtsmorgen erhoben gefühlt hatte."
sadness,"Tears of sorrow rolled down their cheeks, and fell in heavy drops on the floor, but not a word was spoken.","Tränen des Kummers rollten über ihre Wangen und fielen in schweren Tropfen auf den Boden, aber es wurde kein Wort gesprochen."
sadness,"With silent steps, still sobbing, they left the room.","Mit leisen Schritten, immer noch schluchzend, verließen sie den Raum."
joy,"They looked at Little Claus ploughing with his five horses, and he was so proud that he smacked his whip, and said, ""Gee-up, my five horses.""","Sie sahen den kleinen Klaus an, der mit seinen fünf Pferden pflügte, und er war so stolz, dass er mit der Peitsche klatschte und sagte: ""Hauf, meine fünf Pferde."""
joy,"""I promise you I will not say it any more,"" said the other; but as soon as people came by, nodding to him, and wishing him ""Good day,"" he became so pleased, and thought how grand it looked to have five horses ploughing in his field, that he cried out again, ""Gee-up, all my horses!""","""Ich verspreche Ihnen, dass ich es nicht mehr sagen werde,"" sagte der andere; aber sobald die Leute vorbeikamen, ihm zunickten und ihm „Guten Tag“ wünschten, freute er sich so sehr und dachte, wie großartig es aussah, fünf Pferde zu haben, die auf seinem Feld pflügen, dass er wieder ausrief: „Gee-up , alle meine Pferde!"""
sadness,"""Oh, now I have no horse at all, said Little Claus, weeping.","„Ach, jetzt habe ich gar kein Pferd mehr“, sagte der kleine Klaus weinend."
fear,"When she heard the farmer coming she was frightened, and begged the sexton to hide himself in a large empty chest that stood in the room.","Als sie den Bauern kommen hörte, erschrak sie und bat den Mesner, sich in einer großen leeren Truhe zu verstecken, die im Zimmer stand."
joy,"So the woman was obliged to bring out the wine also, which she had hidden, and the farmer drank it till he became quite merry.","So musste die Frau auch den Wein herausbringen, den sie versteckt hatte, und der Bauer trank davon, bis er ganz lustig wurde."
joy,"""I should like to see him now, while I am so merry.""","""Ich möchte ihn jetzt sehen, während ich so lustig bin."""
fear,"""Will you come and help me hold it?"" said the farmer, going towards the chest in which his wife had hidden the sexton, who now lay inside, very much frightened.","""Werden Sie kommen und mir helfen, es zu halten?"" sagte der Bauer und ging auf die Kiste zu, in der seine Frau den Mesner versteckt hatte, der nun sehr erschrocken darin lag."
sadness,"She had been cross, unkind, and really spiteful to him; but he was very sorry, and took the dead woman and laid her in his warm bed to see if he could bring her to life again.","Sie war böse, unfreundlich und wirklich boshaft zu ihm gewesen; aber es tat ihm sehr leid, und er nahm die tote Frau und legte sie in sein warmes Bett, um zu sehen, ob er sie wieder zum Leben erwecken könne."
fear,"Great Claus got so frightened that he rushed out of the surgery, jumped into the cart, whipped up his horses, and drove home quickly.","Der große Klaus erschrak so sehr, dass er aus der Praxis stürmte, in den Karren sprang, seine Pferde anspannte und schnell nach Hause fuhr."
sadness,"""And I, poor fellow,"" said the drover, ""I who am so old already, cannot get there.""","""Und ich, armer Kerl"", sagte der Viehtreiber, ""ich, der ich schon so alt bin, kann nicht hinkommen."""
joy,"""Yes, if I only knew a fresh one,"" said the old man, and nodded smilingly.","„Ja, wenn ich nur einen frischen wüsste“, sagte der Alte und nickte lächelnd."
joy,"He was an old, old sailor, and she his old wife; they had already great-grandchildren, and were soon to celebrate their golden wedding, but they could not remember the date, and the elder-tree mother was sitting in the tree and looked as pleased as this one here.","Er war ein alter, alter Seemann, und sie seine alte Frau; sie hatten schon Urenkel und sollten bald ihre goldene Hochzeit feiern, aber sie konnten sich nicht an das Datum erinnern, und die Holundermutter saß im Baum und sah so zufrieden aus wie diese hier."
joy,"I tore it open and read it; I cried and laughed at the same time, and was so happy!",Ich riss es auf und las es; Ich habe gleichzeitig geweint und gelacht und war so glücklich!
joy,"The elder-tree smelt strongly, and the setting sun illuminated the faces of the two old people, so that they looked quite rosy; the youngest of the grandchildren danced round them, and cried merrily that there would be a feast in the evening, for they were to have hot potatoes; and the elder mother nodded in the tree and cried 'Hooray' with the others.""","Der Holunder roch stark, und die untergehende Sonne beleuchtete die Gesichter der beiden Alten, so dass sie ganz rosig aussahen; die jüngsten der Enkelkinder tanzten um sie herum und riefen fröhlich, dass es am Abend ein Fest geben würde, denn sie sollten heiße Kartoffeln haben; und die ältere Mutter nickte im Baum und rief mit den anderen ‚Hurra‘.“"
joy,"She and the boy kissed each other, and then they were of the same age and felt the same joys.","Sie und der Junge küssten sich, und dann waren sie im gleichen Alter und fühlten die gleichen Freuden."
joy,"""You must know that as soon as the king and all the court are gone into the town, the flowers run out of the garden into the castle, and you should see how merry they are.","„Du musst wissen, dass, sobald der König und der ganze Hofstaat in die Stadt gegangen sind, die Blumen aus dem Garten ins Schloss laufen, und du sollst sehen, wie lustig sie sind."
joy,"It was saying, 'You are so pretty, I like you very much.'","Es sagte: ‚Du bist so hübsch, ich mag dich sehr.'"
joy,"""Oh how funny!"" said Ida, and she laughed.","""Ach wie lustig!"" sagte Ida, und sie lachte."
joy,"They did not look ill at all now, but jumped about and were very merry, yet none of them noticed little Ida.","Sie sahen jetzt überhaupt nicht krank aus, sondern sprangen herum und waren sehr lustig, aber keiner von ihnen bemerkte die kleine Ida."
joy,"This was very amusing, and Ida could not help laughing.","Das war sehr amüsant, und Ida musste lachen."
surprise,"Then Sophy raised himself, and looked round quite astonished, ""There must be a ball here to-night,"" said Sophy.","Da richtete sich Sophy auf und sah sich ganz verwundert um. „Heute abend muß hier ein Ball sein,“ sagte Sophy."
joy,"Then Sophy was very happy, and said they might keep her bed; she did not mind lying in the drawer at all.","Da war Sophy sehr glücklich und sagte, sie könnten ihr Bett behalten; es machte ihr überhaupt nichts aus, in der Schublade zu liegen."
sadness,"Shivering with cold and hunger, she crept along; poor little child, she looked the picture of misery.","Zitternd vor Kälte und Hunger schlich sie weiter; armes kleines Kind, sie sah aus wie Elend."
joy,"She took the little girl in her arms, and they both flew upwards in brightness and joy far above the earth, where there was neither cold nor hunger nor pain, for they were with God.","Sie nahm das kleine Mädchen in ihre Arme, und sie flogen beide in Glanz und Freude hoch über die Erde, wo es weder Kälte noch Hunger noch Schmerz gab, denn sie waren bei Gott."
joy,"Here she slept at night, but during the day she amused herself on a table, where the woman had placed a plateful of water.","Hier schlief sie nachts, aber tagsüber vergnügte sie sich an einem Tisch, auf den die Frau einen Teller voll Wasser gestellt hatte."
sadness,"The tiny little creature woke very early in the morning, and began to cry bitterly when she found where she was, for she could see nothing but water on every side of the large green leaf, and no way of reaching the land.","Das winzig kleine Geschöpf wachte sehr früh am Morgen auf und fing bitterlich an zu weinen, als es fand, wo es war, denn es konnte nichts sehen als Wasser auf allen Seiten des großen grünen Blattes und keine Möglichkeit, das Land zu erreichen."
sadness,"""Croak, croak, croak,"" was all her son could say for himself; so the toad took up the elegant little bed, and swam away with it, leaving Tiny all alone on the green leaf, where she sat and wept.","""Quak, quak, quak"", war alles, was ihr Sohn für sich sagen konnte; Also nahm die Kröte das elegante kleine Bett und schwamm damit davon, wobei sie Tiny ganz allein auf dem grünen Blatt zurückließ, wo sie saß und weinte."
sadness,"She could not bear to think of living with the old toad, and having her ugly son for a husband.","Sie konnte es nicht ertragen, mit der alten Kröte zu leben und ihren hässlichen Sohn zum Ehemann zu haben."
sadness,"As soon as they caught sight of her, they saw she was very pretty, and it made them very sorry to think that she must go and live with the ugly toads.","Sobald sie sie erblickten, sahen sie, dass sie sehr hübsch war, und es tat ihnen sehr leid, daran zu denken, dass sie gehen und mit den hässlichen Kröten leben musste."
joy,"Tiny pleased him, and she was glad of it, for now the toad could not possibly reach her, and the country through which she sailed was beautiful, and the sun shone upon the water, till it glittered like liquid gold.","Tiny gefiel ihm, und sie war froh darüber, denn jetzt konnte die Kröte sie unmöglich erreichen, und das Land, durch das sie segelte, war wunderschön, und die Sonne schien auf das Wasser, bis es wie flüssiges Gold glitzerte."
fear,"Oh, how frightened little Tiny felt when the cockchafer flew with her to the tree!","Oh, wie hat sich die kleine Tiny erschrocken, als der Maikäfer mit ihr zum Baum geflogen ist!"
sadness,"Then he flew down with her from the tree, and placed her on a daisy, and she wept at the thought that she was so ugly that even the cockchafers would have nothing to say to her.","Dann flog er mit ihr vom Baum herunter und setzte sie auf ein Gänseblümchen, und sie weinte bei dem Gedanken, dass sie so hässlich war, dass selbst die Maikäfer ihr nichts zu sagen hätten."
sadness,"She felt dreadfully cold, for her clothes were torn, and she was herself so frail and delicate, that poor little Tiny was nearly frozen to death.","Ihr war furchtbar kalt, denn ihre Kleider waren zerrissen, und sie selbst war so zerbrechlich und zart, dass die arme kleine Tiny beinahe erfroren wäre."
joy,"She was very pleased with Tiny, so she said, ""You are quite welcome to stay with me all the winter, if you like; but you must keep my rooms clean and neat, and tell me stories, for I shall like to hear them very much.""","Sie war sehr zufrieden mit Tiny, deshalb sagte sie: „Du kannst gerne den ganzen Winter bei mir bleiben, wenn du möchtest; aber du musst meine Zimmer sauber und ordentlich halten und mir Geschichten erzählen, denn ich möchte sie gerne hören sehr viel."""
joy,"And Tiny did all the field-mouse asked her, and found herself very comfortable.","Und Tiny tat alles, was die Feldmaus von ihr verlangte, und fühlte sich sehr wohl."
sadness,"It made little Tiny very sad to see it, she did so love the little birds; all the summer they had sung and twittered for her so beautifully.","Es machte die kleine Tiny sehr traurig, das zu sehen, sie liebte die kleinen Vögel so sehr; den ganzen Sommer über hatten sie so schön für sie gesungen und gezwitschert."
surprise,"Then she laid her head on the bird's breast, but she was alarmed immediately, for it seemed as if something inside the bird went ""thump, thump.""","Dann legte sie ihren Kopf auf die Brust des Vogels, aber sie erschrak sofort, denn es schien, als ob etwas im Inneren des Vogels „bumm, bumm“ machte."
fear,"Tiny trembled very much; she was quite frightened, for the bird was large, a great deal larger than herself,- she was only an inch high.","Tiny zitterte sehr; sie war ganz erschrocken, denn der Vogel war groß, viel größer als sie selbst, sie war nur einen Zoll groß."
joy,"The whole winter the swallow remained underground, and Tiny nursed him with care and love.",Den ganzen Winter blieb die Schwalbe unter der Erde und Tiny pflegte sie mit Sorgfalt und Liebe.
sadness,"Tiny looked after him, and the tears rose in her eyes.",Tiny sah ihm nach und die Tränen stiegen ihr in die Augen.
sadness,"""Tweet, tweet,"" sang the bird, as he flew out into the green woods, and Tiny felt very sad.","„Tweet, tweet“, sang der Vogel, als er in den grünen Wald hinausflog, und Tiny war sehr traurig."
sadness,But Tiny was not at all pleased; for she did not like the tiresome mole.,Aber Tiny war überhaupt nicht erfreut; denn sie mochte den lästigen Maulwurf nicht.
sadness,"Then Tiny wept, and said she would not marry the disagreeable mole.","Dann weinte Tiny und sagte, sie würde den unangenehmen Maulwurf nicht heiraten."
sadness,"The poor child was very unhappy at the thought of saying farewell to the beautiful sun, and as the field-mouse had given her permission to stand at the door, she went to look at it once more.","Das arme Kind war sehr unglücklich bei dem Gedanken, der schönen Sonne Lebewohl zu sagen, und da die Feldmaus ihr erlaubt hatte, vor der Tür zu stehen, ging sie noch einmal hin, um sie anzusehen."
joy,"As soon as he spied Tiny, he was delighted; and then she told him how unwilling she felt to marry the ugly mole, and to live always beneath the earth, and never to see the bright sun any more.","Sobald er Tiny erblickte, war er entzückt; und dann erzählte sie ihm, wie unwillig sie sei, den häßlichen Maulwurf zu heiraten, immer unter der Erde zu leben und nie mehr die strahlende Sonne zu sehen."
sadness,And as she told him she wept.,"Und als sie es ihm sagte, weinte sie."
joy,"""That will be delightful,"" she said, and clapped her little hands for joy.","„Das wird herrlich“, sagte sie und klatschte vor Freude in ihre kleinen Hände."
joy,"The little prince was at first quite frightened at the bird, who was like a giant, compared to such a delicate little creature as himself; but when he saw Tiny, he was delighted, and thought her the prettiest little maiden he had ever seen.","Der kleine Prinz erschrak zuerst ziemlich über den Vogel, der wie ein Riese war im Vergleich zu einem so zarten kleinen Geschöpf wie ihm; aber als er Tiny sah, war er entzückt und hielt sie für das hübscheste kleine Mädchen, das er je gesehen hatte."
joy,"But I am fragrant with perfume, for close to my gates most lovely roses bloom.""","Aber ich rieche nach Parfüm, denn nahe an meinen Toren blühen die schönsten Rosen."""
joy,"The old washerwoman put her head in at the door, and nodded to him quite kindly, and said, ""Many thanks, you good child, for your help yesterday.","Die alte Wäscherin steckte den Kopf in die Tür und nickte ihm ganz freundlich zu und sagte: „Vielen Dank, du gutes Kind, für deine Hilfe gestern."
joy,"""I know where it blooms,"" said a happy mother, who came with her lovely child to the bedside of the queen.","„Ich weiß, wo es blüht“, sagte eine glückliche Mutter, die mit ihrem süßen Kind zum Bett der Königin kam."
sadness,"She wept over it, kissed it, and prayed for it as only a mother can pray in that hour of her anguish.""","Sie weinte darüber, küsste es und betete dafür, wie nur eine Mutter in dieser Stunde ihrer Angst beten kann."""
sadness,"Tears stood in his eyes, and glistened on his cheeks; he carried a great book and the binding was of velvet, with silver clasps.",Tränen standen in seinen Augen und glänzten auf seinen Wangen; er trug ein großes Buch und der Einband war aus Samt mit silbernen Schließen.
joy,He seemed a merry fellow.,Er schien ein fröhlicher Kerl zu sein.
joy,"He looked very jovial, did little work, and had the more holidays.","Er sah sehr fröhlich aus, arbeitete wenig und hatte umso mehr Ferien."
joy,"How pretty she was! and such a singer! not a theatre singer, nor a ballad singer; no, but a singer of the woods; for she wandered through the gay green forest, and had a concert there for her own amusement.","Wie hübsch sie war! und so ein Sänger! kein Theatersänger, kein Balladensänger; nein, aber ein Waldsänger; denn sie wanderte durch den fröhlichen grünen Wald und gab dort zu ihrem eigenen Vergnügen ein Concert."
sadness,"He was hungry and thirsty, yet no one gave him anything; and when it became dark, and they were about to close the gardens, the porter turned him out.","Er war hungrig und durstig, aber niemand gab ihm etwas; und als es dunkel wurde und sie die Gärten schließen wollten, schickte ihn der Portier hinaus."
joy,The little boy said not a word; he was half pleased and half afraid.,Der kleine Junge sagte kein Wort; er war halb erfreut und halb ängstlich.
joy,"One glory eclipsed another; yet there was one picture that fixed itself on the little boy's memory, more especially because of the happy children it represented, for these the little boy had seen in daylight.","Ein Ruhm verfinsterte einen anderen; doch ein Bild blieb dem kleinen Jungen im Gedächtnis, besonders wegen der glücklichen Kinder, die es darstellte, denn diese hatte der kleine Junge bei Tageslicht gesehen."
joy,"The boy raised his hands towards the smiling children, and then the Pig ran off with him through the open vestibule.","Der Junge hob seine Hände in Richtung der lächelnden Kinder, und dann rannte das Schwein mit ihm durch die offene Vorhalle davon."
fear,"Fear and trembling came upon him as he thought of his mother; she had sent him out the day before to get some money, he had not done so, and now he was hungry and thirsty.","Furcht und Zittern überkam ihn, als er an seine Mutter dachte; sie hatte ihn am Tag zuvor losgeschickt, um Geld zu holen, er hatte es nicht getan, und jetzt war er hungrig und durstig."
sadness,"Here everything was bright, and the boy knelt down by the first tomb on his right, the grave of Michael Angelo, and sobbed as if his heart would break.","Hier war alles hell, und der Junge kniete neben dem ersten Grab zu seiner Rechten nieder, dem Grab von Michelangelo, und schluchzte, als würde ihm das Herz brechen."
sadness,"Hunger and thirst overpowered the child, and he became quite faint and ill.","Hunger und Durst überwältigten das Kind, und es wurde ganz schwach und krank."
joy,"A little homely bed was prepared for him, but to him who had so often slept on the hard stones it was a royal couch, and he slept sweetly and dreamed of the splendid pictures and of the Metal Pig.","Ein kleines heimeliges Bett war für ihn hergerichtet, aber für den, der so oft auf den harten Steinen geschlafen hatte, war es eine königliche Couch, und er schlief süß und träumte von den prächtigen Bildern und vom Metallschwein."
sadness,"He wept at the thought, and then he played with the little, lively dog, and kissed it, while the old woman looked kindly at him to encourage him.","Er weinte bei dem Gedanken, und dann spielte er mit dem kleinen, lebhaften Hund und küsste ihn, während die alte Frau ihn freundlich ansah, um ihn zu ermutigen."
joy,"So the boy stayed with them, and the woman herself taught him to sew; and he ate well, and slept well, and became very merry.","Also blieb der Junge bei ihnen, und die Frau selbst brachte ihm das Nähen bei; und er aß gut und schlief gut und wurde sehr lustig."
joy,"They stopped before the picture by Bronzino, in which Christ is represented as standing in the lower world, with the children smiling before Him, in the sweet expectation of entering heaven; and the poor boy smiled, too, for here was his heaven.","Sie blieben vor dem Bild von Bronzino stehen, auf dem Christus in der niederen Welt stehend dargestellt ist, mit den Kindern, die vor ihm lächeln, in der süßen Erwartung, in den Himmel einzutreten; und der arme Junge lächelte auch, denn hier war sein Himmel."
fear,A fiery dragon could not have frightened the little boy so much as did the little dog in this place.,Ein feuriger Drache hätte den kleinen Jungen nicht so erschrecken können wie der kleine Hund an diesem Ort.
sadness,"Giuseppe went off at once, while his wife lamented, and the boy wept.","Giuseppe ging sofort weg, während seine Frau klagte und der Junge weinte."
joy,"Then there was great rejoicing, and the painter caressed the boy, and gave him a number of pictures.","Dann war die Freude groß, und der Maler streichelte den Jungen und gab ihm eine Menge Bilder."
joy,"Certainly it was rather crooked, rather up and down, one leg thick, and another thin; still it was like the copy, and he was overjoyed at what he had done.","Sicherlich war es ziemlich schief, ziemlich auf und ab, ein Bein dick und ein anderes dünn; dennoch war es wie die Kopie, und er war überglücklich über das, was er getan hatte."
joy,"He knew very well that he had enough inside him to buy up all the other toys, and this gave him a very good opinion of his own value.","Er wusste sehr gut, dass er genug in sich hatte, um all die anderen Spielsachen aufzukaufen, und das gab ihm eine sehr gute Meinung über seinen eigenen Wert."
joy,"The doll, whose neck had been darned, was so excited that the place in her neck burst, and the money-pig declared he must do something for one of the players, as they had all pleased him so much.","Die Puppe, deren Hals gestopft war, war so aufgeregt, dass die Stelle in ihrem Hals platzte, und das Geldschwein erklärte, er müsse etwas für einen der Spieler tun, da sie ihm alle so viel Freude gemacht hätten."
joy,"The sun shone among the delicate leaves; everything breathed forth the loveliest fragrance, and all felt as we do when we are filled with joy at the thought of our happiness.","Die Sonne schien zwischen den zarten Blättern; alles atmete den lieblichsten Duft aus, und alle fühlten, wie wir es tun, wenn wir uns freuen, wenn wir an unser Glück denken."
joy,"""We make it lively about the house,"" said the sparrow-mother; ""and people say that a swallows' nest brings luck; so they are glad of us.","""Wir machen es lebhaft um das Haus,"" sagte die Spatzenmutter; „Und die Leute sagen, ein Schwalbennest bringt Glück, also freuen sie sich über uns."
joy,"But they were very pleased with it, and wondered whether all the little sparrows could become nightingales.","Aber sie freuten sich sehr darüber und fragten sich, ob alle kleinen Spatzen Nachtigallen werden könnten."
fear,The horse-hair was drawn tightly round her leg- as tightly as if the latter were to be cut off; she was in great pain and terror.,"Das Roßhaar war fest um ihr Bein gezogen - so fest, als ob letzteres abgeschnitten werden sollte; Sie hatte große Schmerzen und Angst."
joy,"He was a merry old man, always wandering about.","Er war ein fröhlicher alter Mann, der immer umherwanderte."
fear,At these words an icy shudder ran through the sparrow-mother.,Bei diesen Worten durchfuhr die Sperlingsmutter ein eisiger Schauer.
fear,"But she, trembling in every limb, did not think of the adornment.","Aber sie, die an allen Gliedern zitterte, dachte nicht an den Schmuck."
fear,"""Now you will see the gold-jacket fly,"" said the old man, letting the sparrow go, which flew away in deadly fear, with the sun shining upon her.","„Jetzt wirst du die Goldjacke fliegen sehen,“ sagte der Alte und ließ den Spatz los, der in Todesangst davonflog, während die Sonne auf sie schien."
surprise,"All the sparrows, and even a crow- and an old boy he was too- were startled at the sight; but still they flew after her to learn what kind of strange bird she was.","Alle Sperlinge und sogar eine Krähe – und ein alter Junge war er auch – erschraken bei dem Anblick; aber sie flogen ihr trotzdem nach, um zu erfahren, was für ein seltsamer Vogel sie war."
fear,"Driven by fear and horror, she flew homeward; she was almost sinking fainting to the earth, while the flock of pursuing birds increased, some even attempting to peck at her.","Getrieben von Angst und Schrecken flog sie heimwärts; sie sank fast ohnmächtig zu Boden, während der Schwarm verfolgender Vögel zunahm und einige sogar versuchten, sie zu picken."
joy,The roses nodded; they recognized their grey neighbours and were pleased to see them again.,"Die Rosen nickten; sie erkannten ihre grauen Nachbarn und freuten sich, sie wiederzusehen."
joy,"The books travelled all over the world, and some of them came into the hands of the emperor; and he sat in his golden chair, and, as he read, he nodded his approval every moment, for it pleased him to find such a beautiful description of his city, his palace, and his gardens.","Die Bücher gingen um die ganze Welt, und einige von ihnen gelangten in die Hände des Kaisers; und er saß auf seinem goldenen Stuhl, und während er las, nickte er jeden Augenblick zustimmend, denn es freute ihn, eine so schöne Beschreibung seiner Stadt, seines Palastes und seiner Gärten zu finden."
joy,"Then the tears come into my eyes, and it is just as if my mother kissed me.""","Dann kommen mir die Tränen in die Augen, und es ist, als hätte mich meine Mutter geküsst."""
joy,"""With the greatest pleasure,"" said the nightingale, and began to sing most delightfully.","""Mit größtem Vergnügen"", sagte die Nachtigall und begann ganz entzückend zu singen."
joy,"The nightingale sang so sweetly that the tears came into the emperor's eyes, and then rolled down his cheeks, as her song became still more touching and went to every one's heart.","Die Nachtigall sang so süß, dass die Tränen in die Augen des Kaisers traten und dann über seine Wangen rollten, als ihr Lied noch rührender wurde und zu jedermanns Herzen ging."
